! Data File for 'ShippingSlotAllocation.mos'

     ("KEL" "FXT" "RC20")     0   ("KEL" "FXT" "RC40")   0
     ("KEL" "BRV" "DC20")    20   ("KEL" "BRV" "DC40")  15
     ("KEL" "BRV" "RC20")     0   ("KEL" "BRV" "RC40")   0
     ("KEL" "LEH" "DC20")     1   ("KEL" "LEH" "DC40")   1
     ("KEL" "LEH" "RC20")     0   ("KEL" "LEH" "RC40")   0
     ("TYO" "RTM" "DC20")     2   ("TYO" "RTM" "DC40")   2
     ("TYO" "RTM" "RC20")     0   ("TYO" "RTM" "RC40")   0
     ("TYO" "FXT" "DC20")     2   ("TYO" "FXT" "DC40")   2
     ("TYO" "FXT" "RC20")     0   ("TYO" "FXT" "RC40")   0
     ("TYO" "BRV" "DC20")     1   ("TYO" "BRV" "DC40")   1
     ("TYO" "BRV" "RC20")     0   ("TYO" "BRV" "RC40")   0
     ("TYO" "LEH" "DC20")     1   ("TYO" "LEH" "DC40")   1
     ("TYO" "LEH" "RC20")     0   ("TYO" "LEH" "RC40")   0
     ("NGO" "RTM" "DC20")     4   ("NGO" "RTM" "DC40")   4
     ("NGO" "RTM" "RC20")     0   ("NGO" "RTM" "RC40")   0
     ("NGO" "FXT" "DC20")     5   ("NGO" "FXT" "DC40")   2
     ("NGO" "FXT" "RC20")     0   ("NGO" "FXT" "RC40")   0
     ("NGO" "BRV" "DC20")    16   ("NGO" "BRV" "DC40")   5
     ("NGO" "BRV" "RC20")     0   ("NGO" "BRV" "RC40")   0
     ("NGO" "LEH" "DC20")     1   ("NGO" "LEH" "DC40")   1
     ("NGO" "LEH" "RC20")     0   ("NGO" "LEH" "RC40")   0
     ("UKB" "RTM" "DC20")     2   ("UKB" "RTM" "DC40")   2
     ("UKB" "RTM" "RC20")     0   ("UKB" "RTM" "RC40")   0
     ("UKB" "FXT" "DC20")     3   ("UKB" "FXT" "DC40")   1
     ("UKB" "FXT" "RC20")     0   ("UKB" "FXT" "RC40")   0
     ("UKB" "BRV" "DC20")     3   ("UKB" "BRV" "DC40")   1
     ("UKB" "BRV" "RC20")     0   ("UKB" "BRV" "RC40")   0
     ("UKB" "LEH" "DC20")     1   ("UKB" "LEH" "DC40")   1
     ("UKB" "LEH" "RC20")     0   ("UKB" "LEH" "RC40")   0
     ("KHH" "RTM" "DC20")     7   ("KHH" "RTM" "DC40")  23
     ("KHH" "RTM" "RC20")     0   ("KHH" "RTM" "RC40")   0
     ("KHH" "FXT" "DC20")    15   ("KHH" "FXT" "DC40")   5
     ("KHH" "FXT" "RC20")     0   ("KHH" "FXT" "RC40")   0
     ("KHH" "BRV" "DC20")    23   ("KHH" "BRV" "DC40")  23
     ("KHH" "BRV" "RC20")     0   ("KHH" "BRV" "RC40")   0
     ("KHH" "LEH" "DC20")     1   ("KHH" "LEH" "DC40")   2
     ("KHH" "LEH" "RC20")     0   ("KHH" "LEH" "RC40")   0 ]

DU: [("SIN" "RTM" "DC20")    55   ("SIN" "RTM" "DC40")  35
     ("SIN" "RTM" "RC20")    12   ("SIN" "RTM" "RC40")   3
     ("SIN" "FXT" "DC20")    80   ("SIN" "FXT" "DC40")  29
     ("SIN" "FXT" "RC20")    13   ("SIN" "FXT" "RC40")   3
     ("SIN" "BRV" "DC20")   115   ("SIN" "BRV" "DC40")  36
     ("SIN" "BRV" "RC20")    13   ("SIN" "BRV" "RC40")   3
     ("SIN" "LEH" "DC20")    25   ("SIN" "LEH" "DC40")  20
     ("SIN" "LEH" "RC20")    12   ("SIN" "LEH" "RC40")   3
     ("HKG" "RTM" "DC20")    45   ("HKG" "RTM" "DC40")  41
     ("HKG" "RTM" "RC20")     9   ("HKG" "RTM" "RC40")   9
     ("HKG" "FXT" "DC20")    55   ("HKG" "FXT" "DC40")  50
     ("HKG" "FXT" "RC20")     8   ("HKG" "FXT" "RC40")  10
     ("HKG" "BRV" "DC20")    75   ("HKG" "BRV" "DC40")  70
     ("HKG" "BRV" "RC20")     6   ("HKG" "BRV" "RC40")   9
     ("HKG" "LEH" "DC20")    10   ("HKG" "LEH" "DC40")  18
     ("HKG" "LEH" "RC20")     9   ("HKG" "LEH" "RC40")   8
     ("KEL" "RTM" "DC20")    20   ("KEL" "RTM" "DC40")  27
     ("KEL" "RTM" "RC20")    12   ("KEL" "RTM" "RC40")   5
     ("KEL" "FXT" "DC20")    24   ("KEL" "FXT" "DC40")  29
     ("KEL" "FXT" "RC20")     9   ("KEL" "FXT" "RC40")   2
     ("KEL" "BRV" "DC20")    47   ("KEL" "BRV" "DC40")  45
     ("KEL" "BRV" "RC20")     8   ("KEL" "BRV" "RC40")   1
     ("KEL" "LEH" "DC20")    15   ("KEL" "LEH" "DC40")  19
     ("KEL" "LEH" "RC20")     8   ("KEL" "LEH" "RC40")   2
     ("TYO" "RTM" "DC20")    10   ("TYO" "RTM" "DC40")  29
     ("TYO" "RTM" "RC20")     8   ("TYO" "RTM" "RC40")   5
     ("TYO" "FXT" "DC20")    15   ("TYO" "FXT" "DC40")  26
     ("TYO" "FXT" "RC20")     8   ("TYO" "FXT" "RC40")   5
     ("TYO" "BRV" "DC20")    19   ("TYO" "BRV" "DC40")  31
     ("TYO" "BRV" "RC20")    10   ("TYO" "BRV" "RC40")   5
     ("TYO" "LEH" "DC20")    10   ("TYO" "LEH" "DC40")  23
     ("TYO" "LEH" "RC20")     8   ("TYO" "LEH" "RC40")   5
     ("NGO" "RTM" "DC20")    18   ("NGO" "RTM" "DC40")  37
     ("NGO" "RTM" "RC20")     6   ("NGO" "RTM" "RC40")   5
     ("NGO" "FXT" "DC20")    21   ("NGO" "FXT" "DC40")  25
     ("NGO" "FXT" "RC20")     5   ("NGO" "FXT" "RC40")   5
     ("NGO" "BRV" "DC20")    30   ("NGO" "BRV" "DC40")  36
     ("NGO" "BRV" "RC20")     6   ("NGO" "BRV" "RC40")   5
     ("NGO" "LEH" "DC20")    11   ("NGO" "LEH" "DC40")  20
     ("NGO" "LEH" "RC20")     4   ("NGO" "LEH" "RC40")   5
     ("UKB" "RTM" "DC20")    15   ("UKB" "RTM" "DC40")  29
     ("UKB" "RTM" "RC20")     8   ("UKB" "RTM" "RC40")   5
     ("UKB" "FXT" "DC20")    19   ("UKB" "FXT" "DC40")  26
     ("UKB" "FXT" "RC20")     4   ("UKB" "FXT" "RC40")   5
     ("UKB" "BRV" "DC20")    17   ("UKB" "BRV" "DC40")  30
     ("UKB" "BRV" "RC20")     2   ("UKB" "BRV" "RC40")   5
     ("UKB" "LEH" "DC20")    15   ("UKB" "LEH" "DC40")  30
     ("UKB" "LEH" "RC20")     5   ("UKB" "LEH" "RC40")   5
     ("KHH" "RTM" "DC20")    25   ("KHH" "RTM" "DC40")  45
     ("KHH" "RTM" "RC20")     6   ("KHH" "RTM" "RC40")   6
     ("KHH" "FXT" "DC20")    41   ("KHH" "FXT" "DC40")  28
     ("KHH" "FXT" "RC20")     5   ("KHH" "FXT" "RC40")   6
     ("KHH" "BRV" "DC20")    60   ("KHH" "BRV" "DC40")  50
     ("KHH" "BRV" "RC20")     8   ("KHH" "BRV" "RC40")   6
     ("KHH" "LEH" "DC20")    13   ("KHH" "LEH" "DC40")  25
     ("KHH" "LEH" "RC20")     7   ("KHH" "LEH" "RC40")   6 ]


CI:  [("RTM" "DC20") 20 ("RTM" "DC40") 10
	("RTM" "RC20")  3 ("RTM" "RC40")  3
      ("FXT" "DC20") 10 ("FXT" "DC40") 10
	("FXT" "RC20")  2 ("FXT" "RC40")  1
      ("BRV" "DC20") 30 ("BRV" "DC40") 15
	("BRV" "RC20")  4 ("BRV" "RC40")  3
	("LEH" "DC20")  5 ("LEH" "DC40")  3
	("LEH" "RC20")  1 ("LEH" "RC40")  1 ]

WE: [("DC20") 2.35
     ("DC40") 3.45
     ("RC20") 3.9
     ("RC40") 5.1 ]

